식당(ID),식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,음식점소개내용,식당상태
118809,자매식당,전라북도 전주시 완산구 전룡로 132,전라북도 전주시 완산구 서신동 6-13,35.8289599,127.1269733,063-275-7893,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""자매식당""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
118812,해초냉면,전라북도 전주시 완산구 천잠로 545-5,전라북도 전주시 완산구 효자동3가 741-2,35.8330826,127.095702,063-278-0110,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""해초냉면(서곡점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
118813,여수수산,전라북도 전주시 완산구 거마평로 188,전라북도 전주시 완산구 효자동1가 399-2,35.8091151,127.1157555,063-236-6180,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""여수수산""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
118794,맛있게 매운손맛,전라북도 전주시 완산구 신촌4길 10,전라북도 전주시 완산구 중화산동2가 776-5,35.8179515,127.1171732,063-224-9998,한식,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""매운손맛""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
92425,김영희 강남 동태찜,전라북도 전주시 완산구 서신천변12길 10,전라북도 전주시 완산구 서신동 816-6,35.8299848,127.1151817,063-278-7333,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""김영희강남동태찜(서신점)""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
92419,태하식당,전라북도 전주시 완산구 서신천변15길 13,전라북도 전주시 완산구 서신동 799-1,35.8317687,127.1128787,063-255-3436,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""태하식당""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
92409,치킨신드롬 중화산점,전라북도 전주시 완산구 영경3길 8,전라북도 전주시 완산구 중화산동2가 229-16,35.8173003,127.1250093,063-224-8788,한식,일반음식점,"전라북도 전주시에 가신다면 ""치킨신드롬(중화산점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
934711,새우락 아중점,전라북도 전주시 덕진구 석소로 64 C동,전라북도 전주시 덕진구 우아동2가 875-1 C동,35.8328242,127.1679663,050-7137-8115,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""새우락(아중점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
934643,"한라와라야키	",전라북도 전주시 완산구 홍산북로 46-21(1층 102호 효자동3가),전라북도 전주시 완산구 효자동3가 1533-3,35.8167438,127.1073622,063-229-3177,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""한라와라야키""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
934158,놀부보쌈부대찌개만성점,전라북도 전주시 덕진구 만성로 140 2층,전라북도 전주시 덕진구 중동 775-3,35.8434655,127.0770739,063-213-0077,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""놀부보쌈부대찌개(만성점)""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
933054,뿔난아구 송천점,전라북도 전주시 덕진구 솔내로 148,전라북도 전주시 덕진구 송천동1가 107-179,35.8632489,127.1272718,063-272-3950,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""뿔난아구(송천점)""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
64855,그랑삐아또 중화산본점,전라북도 전주시 완산구 서원로 356,전라북도 전주시 완산구 중화산동1가 303-1,35.8130502,127.1331042,063-288-0066,이탈리아음식,,"전라북도 전주시에 가신다면 ""그랑삐아또 중화산본점""에 방문해보세요~",운영중
67643,족발예찬 송천동본점,전라북도 전주시 덕진구 사근1길 23-1,전라북도 전주시 덕진구 송천동2가 176-8,35.8668081,127.1296614,063-251-8253,족발,,"전라북도 전주시에서 식당을 찾으신다면? ""족발예찬 송천동본점""을 방문해보세요!",운영중
68734,이태리부대찌개 서곡점,전라북도 전주시 완산구 서곡로 76,전라북도 전주시 완산구 효자동3가 1436-2,35.8354324,127.1016961,063-227-2488,"찌개,전골",,"""이태리부대찌개 서곡점""은 전라북도 전주시에 있습니다.",운영중
935071,빈스카페,전라북도 전주시 덕진구 조경단로 9-1,전라북도 전주시 덕진구 금암동 522-96,35.8357388,127.1362042,,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""빈스카페(1호점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
40098,깐깐한족발신시가지점,전라북도 전주시 완산구 홍산북로 71,전라북도 전주시 완산구 효자동3가 1530-10,35.8175919,127.1097514,063-221-1232,족발,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""깐깐한족발신시가지점""에 가보시는 건 어떨까요?",운영중
933040,마마카롱,전라북도 전주시 완산구 당산로 17,전라북도 전주시 완산구 서신동 763-1 신일아파트,35.8326929,127.1097117,070-8778-0041,,휴게음식점,"""마마카롱""은 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
69067,즐겨찾기,전라북도 전주시 완산구 거마산2길 4-4,전라북도 전주시 완산구 삼천동1가 621-8,35.7972935,127.1240593,,한식,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""즐겨찾기""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
22506,평규술집전북대점,전라북도 전주시 덕진구 명륜3길 15,전라북도 전주시 덕진구 덕진동1가 1263-23,35.8426669,127.1276728,063-251-7547,맥주,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""평규술집전북대점""을 추천합니다!",운영중
10433,"또와, 롱",전라북도 전주시 완산구 서곡4길 45-4,전라북도 전주시 완산구 효자동3가 1472-3,35.8324154,127.1030372,,카페,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""또와, 롱""에 가보시는 건 어떨까요?",운영중
42500,w마라시대,전라북도 전주시 완산구 백마산길 10,전라북도 전주시 완산구 효자동3가 1167-5,35.8180622,127.0919941,,분식,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""더블유 마라시대(전주대점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
932477,이디야우아한시티점,전라북도 전주시 덕진구 우아로 32,전라북도 전주시 완산구 경원동3가 90-13,35.8507498,127.156028,063-242-9142,,휴게음식점,"전라북도 전주시에 가신다면 ""이디야커피(전주우아한시티점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
932437,"카페블레스롤	","전라북도 전주시 완산구 홍산남로 56(1층 103호,104호 효자동2가)",전라북도 전주시 완산구 효자동2가 1155-5,35.8155758,127.1080974,063-227-0070,,휴게음식점,"""카페블레스롤(전주신시가지점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블과 네이버에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
41506,신본참치,전라북도 전주시 완산구 마전들로 71 2층,전라북도 전주시 완산구 효자동3가 1648-3,35.8212207,127.1032896,063-226-7171,일식,,"전라북도 전주시에서 맛집을 찾으신다면 ""신본참치""를 추천합니다.",운영중
931480,대한곱창 전주신시가지점,전라북도 전주시 완산구 홍산중앙로 30,전라북도 전주시 완산구 효자동3가 1536-6,35.8162946,127.1093246,063-222-2273,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""군자대한곱창(전주신시가지점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
936447,갤러리39번가,전라북도 전주시 완산구 난전들로 245-39 2층,전라북도 전주시 완산구 삼천동1가 417-1,35.7899951,127.1135047,063-222-0390,,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""갤러리39번가""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
937119,커피집 삼천점,전라북도 전주시 완산구 삼천천변2길 29,전라북도 전주시 완산구 삼천동1가 455-8,35.7966879,127.1133782,063-222-1190,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""커피집(삼천점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
52848,카페스타치오,전라북도 전주시 완산구 원서곡길 45,전라북도 전주시 완산구 효자동3가 745-2,35.8331419,127.0947647,063-253-6421,카페,,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""카페스타치오""를 추천합니다!",운영중
942193,카페인,전라북도 전주시 덕진구 호성3길 19 일번지빌딩 1층,전라북도 전주시 완산구 평화동2가 891-2,35.8604024,127.1505755,070-7867-3990,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""카페인""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
57722,Angel-in-us 엔제리너스 전북대점,전라북도 전주시 덕진구 권삼득로 343 1층,전라북도 전주시 덕진구 덕진동1가 664-1,35.845373,127.1253881,063-225-3099,카페,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""Angel-in-us 엔제리너스 전북대점""에 가보시는 건 어떨까요?",운영중
941735,홍루이젠,전라북도 전주시 덕진구 세병로 141,전라북도 전주시 덕진구 송천동2가 1307,35.8764272,127.1354793,063-241-8639,,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""홍루이젠(에코시티점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
941455,에머이 전북대점,전라북도 전주시 덕진구 백제대로 582(1층 101호 금암동),전라북도 전주시 덕진구 금암동 728-126,35.8406444,127.1336058,063-272-7174,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""에머이(전북대점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
12985,세븐테라스,"전라북도 전주시 완산구 유연로 28 콜로세움아울렛 1,2층",전라북도 전주시 완산구 효자동3가 1019-1,35.8224704,127.0890287,063-224-8866,뷔페,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""세븐테라스""에 가보시는 건 어떨까요?",운영중
31722,삼삼가맥,전라북도 전주시 완산구 효자로 173 1층 삼삼가맥,전라북도 전주시 완산구 효자동3가 1699-5,35.8193687,127.1042327,,술집,,"전라북도 전주시에서 식당을 찾으신다면? ""삼삼가맥""을 방문해보세요!",운영중
21162,미스터면장 전주점,전라북도 전주시 완산구 쑥고개로 303,전라북도 전주시 완산구 효자동2가  750-1,35.802086,127.0981059,,한식,,"전라북도 전주시에 가신다면 ""미스터면장 전주점""에 방문해보세요~",운영중
938968,필스수제버거,전라북도 전주시 완산구 홍산1길 7 151호,전라북도 전주시 완산구 효자동2가 1157-4 151호,35.8141875,127.108357,063-227-0778,,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""필스수제버거""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
938030,성자동,전라북도 전주시 덕진구 명륜4길 21-4,전라북도 전주시 덕진구 우아동2가 904-8,35.8441339,127.1265639,050-7133-6930,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""성자동""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
937845,풀덤 전북대점,전라북도 전주시 덕진구 명륜4길 18-5 1층,전라북도 전주시 덕진구 금암동 1312-3 1층,35.8434411,127.1275481,050-7135-3747,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""풀덤(전북대점)""에 가보시는 건 어떨까요? 레드테이블과 네이버에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 놀이방, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
34730,홍춘천치즈닭갈비 송천1점,전라북도 전주시 덕진구 붓내3길 15,전라북도 전주시 덕진구 송천동2가 247-1,35.8667194,127.1230674,063-252-1399,닭갈비,,"전라북도 전주시에서 식당을 찾으신다면? ""홍춘천치즈닭갈비 송천1점""을 방문해보세요!",운영중
14261,동창갈비,전라북도 전주 전주객사4길 43-6,,35.8198507,127.143126,063-287-2911,한식,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""동창갈비""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
937394,배부장찌개 만성법원점,전라북도 전주시 덕진구 만성중앙로 53-37,전라북도 전주시 완산구 삼천동1가 284-61,35.8432365,127.077638,063-213-2202,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""배부장찌개(만성법원점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
8381,안티코,전라북도 전주시 완산구 전주객사3길 12-21 안티코,전라북도 전주시 완산구 고사동 424-2,35.8181596,127.143284,,파스타,,"전라북도 전주시에서 식당을 찾으신다면? ""안티코""를 방문해보세요!",운영중
937167,1층 포장마차,전라북도 전주시 완산구 홍산북로 45-16,전라북도 전주시 완산구 효자동3가 1529-4,35.8178561,127.1075198,063-227-0917,,일반음식점,"""일층 포장마차""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
938258,호천당 신시가지점,전라북도 전주시 완산구 홍산남로 56,전라북도 전주시 완산구 효자동2가 1155-5,35.8155758,127.1080974,063-222-5955,,일반음식점,"전라북도 전주시에 가신다면 ""호천당(전주신시가지점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
25230,어쭈구리왕문어,전라북도 전주시 완산구 문학대2길 14 1층,전라북도 전주시 완산구 효자동3가 1621-20,35.8254648,127.103365,,카페,,"전라북도 전주시에서 식당을 찾으신다면? ""어쭈구리왕문어""를 방문해보세요!",운영중
10509,과일정원,"전라북도 전주시 덕진구 가련산로 10 109,110호",전라북도 전주시 덕진구 덕진동2가 695-2,35.8406724,127.1105504,063-251-8882,과일주스,,"전라북도 전주시에서 식당을 찾으신다면? ""과일정원""을 방문해보세요!",운영중
929268,한촌설렁탕 전주송천에코시티점,전라북도 전주시 덕진구 세병로 174-19,전라북도 전주시 덕진구 송천동2가 1299-3,35.8802653,127.1340302,063-278-8808,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""한촌설렁탕(전주송천에코시티점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
80592,금암동부대찌개 전북대점,전라북도 전주시 덕진구 권삼득로 311-1,전라북도 전주시 덕진구 금암동 664-41,35.8435002,127.1277643,063-271-2685,호프/통닭,일반음식점,"""금암동부대찌개(전북대점)""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
80594,TEAM,전라북도 전주시 덕진구 권삼득로 305,전라북도 전주시 덕진구 금암동 664-47,35.84332,127.1282549,063-272-8008,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""팀레스토랑""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
80596,들턱,전라북도 전주시 덕진구 명륜3길 13 2층,전라북도 전주시 덕진구 덕진동1가 1263-11 2층,35.8425278,127.1275098,050-7135-9148,호프/통닭,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""들턱""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
80598,비어댐,전라북도 전주시 덕진구 명륜3길 20,전라북도 전주시 덕진구 덕진동1가 1314-179,35.842763,127.1281611,050-7133-0141,호프/통닭,일반음식점,"전라북도 전주시에 가신다면 ""비어댐(전북대점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
80599,손가네바지락손칼국수,전라북도 전주시 덕진구 솔내8길 8,전라북도 전주시 덕진구 송천동1가 485-6,35.8610071,127.1221725,063-276-1154,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""손가네바지락칼국수(전주점)""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
925138,한남동 그집,전라북도 전주시 완산구 용리로 26,전라북도 전주시 완산구 삼천동1가 284-61,35.7984606,127.1126121,,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""한남동그집(전주삼천동점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
924916,정성쌀수제도너츠,전라북도 전주시 완산구 서곡로 36,전라북도 전주시 완산구 효자동3가 1483-1 서곡청솔아파트 상가,35.8323824,127.0994509,063-251-3026,,제과점영업,"전라북도 전주시에서 맛집을 찾으신다면 ""정성쌀수제도너츠""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
80584,엡솔루트지티 ,전라북도 전주시 덕진구 명륜4길 17-4 지하1층,전라북도 전주시 덕진구 덕진동1가 1314-166 지하 1층,35.8437659,127.1265179,050-7132-4919,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""엡솔루트지티""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
924850,반올림피자샵,전라북도 전주시 덕진구 석소로 64,전라북도 전주시 덕진구 우아동2가 875-1,35.8328242,127.1679663,063-247-6655,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""반올림피자샵(전주아중점)""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
924169,플랜티카,전라북도 전주시 완산구 충경로 49 1층,전라북도 전주시 완산구 중앙동3가 14-9 1층,35.8180111,127.1444941,063-232-1277,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""플랜티카""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
92398,탕화쿵푸마라탕 객사점,전라북도 전주시 완산구 전주객사5길 73-26 1층,전라북도 전주시 완산구 고사동 232-4 1층,35.8213938,127.1439427,063-271-8882,일식,일반음식점,"""탕화쿵푸마라탕(객사점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
92400,황산항아리수제비,전라북도 전주시 완산구 전주객사3길 12-14,전라북도 전주시 완산구 중앙동2가 27-2,35.8177992,127.1433675,063-284-3074,한식,일반음식점,"""황산항아리수제비""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
92401,시골촌,전라북도 전주시 완산구 전주객사2길 12-1,전라북도 전주시 완산구 고사동 447-6,35.8176108,127.1412985,063-286-3335,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""시골촌""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
92402,명가,전라북도 전주시 완산구 동문길 111,전라북도 전주시 완산구 경원동1가 111-1,35.8175216,127.1481888,063-232-5800,한식,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""한옥마을 명가""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
92405,수정삼겹,전라북도 전주시 완산구 전주객사1길 12-6,전라북도 전주시 완산구 다가동3가 24-7,35.8171678,127.1406653,,한식,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""수정삼겹""을 추천합니다. 다국어 메뉴판이 있는 매장입니다.",운영중
92406,오원집 본점,전라북도 전주시 완산구 공북로 84,전라북도 전주시 완산구 태평동 10-9,35.8260809,127.1409259,063-275-1123,한식,일반음식점,"2015년 10월 27일 SBS 모닝와이드 6171회, 2015년 05월 08일 KBS2 2TV아침 92회, 2014년 03월 13일 KBS2 굿모닝대한민국 729회, 2012년 07월 18일 SBS 생방송투데이 785회 등 여러 방송에서 다룬 바로 그 곳! 전라북도 전주시 인기 맛집 ""오원집(본점)""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
86430,삼총사분식,전라북도 전주시 덕진구 붓내1길 15,전라북도 전주시 덕진구 송천동2가 193-39,35.8645318,127.12345,063-255-0228,분식,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""삼총사분식""을 추천합니다!",운영중
80583,고기데이,전라북도 전주시 덕진구 명륜4길 17-4 1층,전라북도 전주시 덕진구 덕진동1가 1314-166 1층,35.8437579,127.1265152,050-7134-8925,한식,일반음식점,"""고기데이(전북대점)""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
80582,스페쏘,전라북도 전주시 덕진구 명륜4길 17-6,전라북도 전주시 덕진구 덕진동1가 1314-163,35.8438407,127.1263696,063-253-2888,호프/통닭,일반음식점,"""스페쏘""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
80579,아웃닭 전북대점,전라북도 전주시 덕진구 명륜3길 18-2 1층,전라북도 전주시 덕진구 덕진동1가 1264-24,35.8425436,127.1280252,063-255-9418,호프/통닭,일반음식점,"""아웃닭(전북대점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
929124,커피 인사이드,전라북도 전주시 덕진구 기린대로 380,전라북도 전주시 덕진구 금암동 470-25,35.8367077,127.1338655,050-7134-5702,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""커피 인사이드""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
927464,오날덕,전라북도 전주시 덕진구 송천로 51,전라북도 전주시 덕진구 송천동1가 325-15,35.8578624,127.1179467,063-271-9877,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""오날덕""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
926331,짹팥,전라북도 전주시 덕진구 진버들1길 84,전라북도 전주시 덕진구 우아동3가 456-2,35.8381758,127.1653273,063-242-2446,,일반음식점,"""짹팥""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
925979,카페2-21,전라북도 전주시 완산구 범안2길 21,전라북도 전주시 완산구 효자동2가 1160-2,35.813145,127.1068076,,,휴게음식점,"""카페2-21""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
10583,커피꽃,전라북도 전주시 완산구 팔달로 190,전라북도 전주시 완산구 경원동3가 69-3,35.8192734,127.1469299,063-283-2299,카페,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""커피꽃""에 가보시는 건 어떨까요?",운영중
925559,와플대학,전라북도 전주시 덕진구 기지로 77 B 155호,전라북도 전주시 덕진구 장동 1111,35.8390606,127.0605142,063-225-7171,,휴게음식점,"""와플대학(전주혁신도시 캠퍼스점)""은 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 키오스크, 다국어 메뉴판이 있는 매장입니다.",운영중
925467,초밥장이,전라북도 전주시 완산구 전라감영3길 13 1층 초밥장이,전라북도 전주시 완산구 중앙동1가 59-2 1층 초밥장이,35.8162182,127.1431644,063-288-4944,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""초밥장이""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
